0.00	740545
8.00	237878
16.00	156275
24.00	114990
32.00	100851
40.00	91816
48.00	71272
56.00	55922
64.00	39671
72.00	29644
80.00	24871
88.00	18736
96.00	13887
104.00	10245
112.00	10779
120.00	7623
128.00	6467
136.00	6001
144.00	5840
152.00	5782
160.00	5628
168.00	6114
176.00	7453
184.00	8486
192.00	10740
200.00	12042
208.00	13449
216.00	8804
224.00	4570
232.00	2178
240.00	870
248.00	331
